annotation_file,selected_object_count,split
dusseldorf_000044_000019_gtFine_polygons.json,11,train
dusseldorf_000045_000019_gtFine_polygons.json,18,train
dusseldorf_000046_000019_gtFine_polygons.json,8,train
dusseldorf_000047_000019_gtFine_polygons.json,12,train
dusseldorf_000048_000019_gtFine_polygons.json,12,train
dusseldorf_000049_000019_gtFine_polygons.json,8,train
dusseldorf_000050_000019_gtFine_polygons.json,10,train
dusseldorf_000051_000019_gtFine_polygons.json,11,train
dusseldorf_000052_000019_gtFine_polygons.json,26,train
dusseldorf_000053_000019_gtFine_polygons.json,4,train
dusseldorf_000054_000019_gtFine_polygons.json,17,train
dusseldorf_000055_000019_gtFine_polygons.json,7,train
dusseldorf_000056_000019_gtFine_polygons.json,14,train
dusseldorf_000057_000019_gtFine_polygons.json,24,train
dusseldorf_000058_000019_gtFine_polygons.json,25,train
dusseldorf_000059_000019_gtFine_polygons.json,24,train
dusseldorf_000060_000019_gtFine_polygons.json,15,train
dusseldorf_000061_000019_gtFine_polygons.json,24,train
dusseldorf_000062_000019_gtFine_polygons.json,13,train
dusseldorf_000063_000019_gtFine_polygons.json,33,train
dusseldorf_000064_000019_gtFine_polygons.json,21,train
dusseldorf_000065_000019_gtFine_polygons.json,14,train
dusseldorf_000066_000019_gtFine_polygons.json,27,train
dusseldorf_000067_000019_gtFine_polygons.json,18,train
dusseldorf_000068_000019_gtFine_polygons.json,21,train
dusseldorf_000069_000019_gtFine_polygons.json,10,train
dusseldorf_000070_000019_gtFine_polygons.json,12,train
dusseldorf_000071_000019_gtFine_polygons.json,10,train
dusseldorf_000072_000019_gtFine_polygons.json,12,train
dusseldorf_000073_000019_gtFine_polygons.json,9,train
dusseldorf_000074_000019_gtFine_polygons.json,34,train
dusseldorf_000075_000019_gtFine_polygons.json,22,train
dusseldorf_000076_000019_gtFine_polygons.json,11,train
dusseldorf_000077_000019_gtFine_polygons.json,17,train
dusseldorf_000078_000019_gtFine_polygons.json,12,train
dusseldorf_000079_000019_gtFine_polygons.json,15,train
dusseldorf_000080_000019_gtFine_polygons.json,15,train
dusseldorf_000081_000019_gtFine_polygons.json,25,train
dusseldorf_000082_000019_gtFine_polygons.json,12,train
dusseldorf_000083_000019_gtFine_polygons.json,12,train
dusseldorf_000084_000019_gtFine_polygons.json,9,train
dusseldorf_000085_000019_gtFine_polygons.json,6,train
dusseldorf_000086_000019_gtFine_polygons.json,17,train
dusseldorf_000087_000019_gtFine_polygons.json,18,train
dusseldorf_000088_000019_gtFine_polygons.json,2,train
dusseldorf_000089_000019_gtFine_polygons.json,11,train
dusseldorf_000090_000019_gtFine_polygons.json,5,train
dusseldorf_000091_000019_gtFine_polygons.json,5,train
dusseldorf_000092_000019_gtFine_polygons.json,6,train
dusseldorf_000093_000019_gtFine_polygons.json,7,train
dusseldorf_000094_000019_gtFine_polygons.json,9,train
dusseldorf_000095_000019_gtFine_polygons.json,1,train
dusseldorf_000096_000019_gtFine_polygons.json,8,train
dusseldorf_000097_000019_gtFine_polygons.json,4,train
dusseldorf_000098_000019_gtFine_polygons.json,1,train
dusseldorf_000099_000019_gtFine_polygons.json,13,train
dusseldorf_000100_000019_gtFine_polygons.json,8,train
dusseldorf_000101_000019_gtFine_polygons.json,0,train
dusseldorf_000102_000019_gtFine_polygons.json,2,train
dusseldorf_000103_000019_gtFine_polygons.json,4,train
dusseldorf_000104_000019_gtFine_polygons.json,16,train
dusseldorf_000105_000019_gtFine_polygons.json,9,train
dusseldorf_000106_000019_gtFine_polygons.json,0,train
dusseldorf_000107_000019_gtFine_polygons.json,15,train
dusseldorf_000108_000019_gtFine_polygons.json,12,train
dusseldorf_000109_000019_gtFine_polygons.json,13,train
dusseldorf_000110_000019_gtFine_polygons.json,31,train
dusseldorf_000111_000019_gtFine_polygons.json,21,train
dusseldorf_000112_000019_gtFine_polygons.json,16,train
dusseldorf_000113_000019_gtFine_polygons.json,22,train
dusseldorf_000114_000019_gtFine_polygons.json,13,train
dusseldorf_000115_000019_gtFine_polygons.json,12,train
dusseldorf_000116_000019_gtFine_polygons.json,17,train
dusseldorf_000117_000019_gtFine_polygons.json,8,train
dusseldorf_000118_000019_gtFine_polygons.json,13,train
dusseldorf_000119_000019_gtFine_polygons.json,9,train
dusseldorf_000120_000019_gtFine_polygons.json,15,train
dusseldorf_000121_000019_gtFine_polygons.json,9,train
dusseldorf_000122_000019_gtFine_polygons.json,6,train
dusseldorf_000123_000019_gtFine_polygons.json,10,train
dusseldorf_000124_000019_gtFine_polygons.json,27,train
dusseldorf_000125_000019_gtFine_polygons.json,6,train
dusseldorf_000126_000019_gtFine_polygons.json,23,train
dusseldorf_000127_000019_gtFine_polygons.json,15,train
dusseldorf_000128_000019_gtFine_polygons.json,12,train
dusseldorf_000129_000019_gtFine_polygons.json,11,train
dusseldorf_000130_000019_gtFine_polygons.json,10,train
dusseldorf_000131_000019_gtFine_polygons.json,9,train
dusseldorf_000132_000019_gtFine_polygons.json,12,train
dusseldorf_000133_000019_gtFine_polygons.json,3,train
dusseldorf_000134_000019_gtFine_polygons.json,17,train
dusseldorf_000135_000019_gtFine_polygons.json,39,train
dusseldorf_000136_000019_gtFine_polygons.json,15,train
dusseldorf_000137_000019_gtFine_polygons.json,21,train
dusseldorf_000138_000019_gtFine_polygons.json,16,train
dusseldorf_000139_000019_gtFine_polygons.json,15,train
dusseldorf_000140_000019_gtFine_polygons.json,17,train
dusseldorf_000141_000019_gtFine_polygons.json,10,train
dusseldorf_000142_000019_gtFine_polygons.json,12,train
dusseldorf_000143_000019_gtFine_polygons.json,21,train
dusseldorf_000144_000019_gtFine_polygons.json,15,train
dusseldorf_000145_000019_gtFine_polygons.json,14,train
dusseldorf_000146_000019_gtFine_polygons.json,15,train
dusseldorf_000147_000019_gtFine_polygons.json,14,train
dusseldorf_000148_000019_gtFine_polygons.json,5,train
dusseldorf_000149_000019_gtFine_polygons.json,25,train
dusseldorf_000150_000019_gtFine_polygons.json,23,train
dusseldorf_000151_000019_gtFine_polygons.json,17,train
dusseldorf_000152_000019_gtFine_polygons.json,21,train
dusseldorf_000153_000019_gtFine_polygons.json,25,train
dusseldorf_000154_000019_gtFine_polygons.json,5,train
dusseldorf_000155_000019_gtFine_polygons.json,2,train
dusseldorf_000156_000019_gtFine_polygons.json,9,train
dusseldorf_000157_000019_gtFine_polygons.json,9,train
dusseldorf_000158_000019_gtFine_polygons.json,18,train
dusseldorf_000159_000019_gtFine_polygons.json,17,train
dusseldorf_000160_000019_gtFine_polygons.json,34,train
dusseldorf_000161_000019_gtFine_polygons.json,22,train
dusseldorf_000162_000019_gtFine_polygons.json,18,train
dusseldorf_000163_000019_gtFine_polygons.json,34,train
dusseldorf_000164_000019_gtFine_polygons.json,16,train
dusseldorf_000165_000019_gtFine_polygons.json,14,train
dusseldorf_000166_000019_gtFine_polygons.json,15,train
dusseldorf_000167_000019_gtFine_polygons.json,12,train
dusseldorf_000168_000019_gtFine_polygons.json,24,train
dusseldorf_000169_000019_gtFine_polygons.json,19,train
dusseldorf_000170_000019_gtFine_polygons.json,22,train
dusseldorf_000171_000019_gtFine_polygons.json,27,train
dusseldorf_000172_000019_gtFine_polygons.json,16,train
dusseldorf_000173_000019_gtFine_polygons.json,20,train
dusseldorf_000174_000019_gtFine_polygons.json,19,train
dusseldorf_000175_000019_gtFine_polygons.json,6,train
dusseldorf_000176_000019_gtFine_polygons.json,19,train
dusseldorf_000177_000019_gtFine_polygons.json,8,train
dusseldorf_000178_000019_gtFine_polygons.json,23,train
dusseldorf_000179_000019_gtFine_polygons.json,17,train
dusseldorf_000180_000019_gtFine_polygons.json,13,train
dusseldorf_000181_000019_gtFine_polygons.json,18,train
dusseldorf_000182_000019_gtFine_polygons.json,20,train
dusseldorf_000183_000019_gtFine_polygons.json,18,train
dusseldorf_000184_000019_gtFine_polygons.json,19,train
dusseldorf_000185_000019_gtFine_polygons.json,7,train
dusseldorf_000186_000019_gtFine_polygons.json,16,train
dusseldorf_000187_000019_gtFine_polygons.json,21,train
dusseldorf_000188_000019_gtFine_polygons.json,14,train
dusseldorf_000189_000019_gtFine_polygons.json,18,train
dusseldorf_000190_000019_gtFine_polygons.json,15,train
dusseldorf_000191_000019_gtFine_polygons.json,19,train
dusseldorf_000192_000019_gtFine_polygons.json,21,train
dusseldorf_000193_000019_gtFine_polygons.json,10,train
dusseldorf_000194_000019_gtFine_polygons.json,11,train
dusseldorf_000195_000019_gtFine_polygons.json,17,train
dusseldorf_000196_000019_gtFine_polygons.json,15,train
dusseldorf_000197_000019_gtFine_polygons.json,21,train
dusseldorf_000198_000019_gtFine_polygons.json,10,train
dusseldorf_000199_000019_gtFine_polygons.json,9,train
dusseldorf_000200_000019_gtFine_polygons.json,9,train
dusseldorf_000201_000019_gtFine_polygons.json,14,train
dusseldorf_000202_000019_gtFine_polygons.json,12,train
dusseldorf_000203_000019_gtFine_polygons.json,17,train
dusseldorf_000204_000019_gtFine_polygons.json,14,train
dusseldorf_000205_000019_gtFine_polygons.json,26,train
dusseldorf_000206_000019_gtFine_polygons.json,14,train
dusseldorf_000207_000019_gtFine_polygons.json,19,train
dusseldorf_000208_000019_gtFine_polygons.json,13,train
dusseldorf_000209_000019_gtFine_polygons.json,14,train
dusseldorf_000210_000019_gtFine_polygons.json,9,train
dusseldorf_000211_000019_gtFine_polygons.json,15,train
dusseldorf_000212_000019_gtFine_polygons.json,13,train
dusseldorf_000213_000019_gtFine_polygons.json,8,train
dusseldorf_000214_000019_gtFine_polygons.json,16,train
dusseldorf_000215_000019_gtFine_polygons.json,12,train
dusseldorf_000216_000019_gtFine_polygons.json,19,train
dusseldorf_000217_000019_gtFine_polygons.json,5,train
dusseldorf_000218_000019_gtFine_polygons.json,16,train
dusseldorf_000219_000019_gtFine_polygons.json,15,train
dusseldorf_000220_000019_gtFine_polygons.json,4,train
erfurt_000000_000019_gtFine_polygons.json,12,train
erfurt_000001_000019_gtFine_polygons.json,13,train
erfurt_000002_000019_gtFine_polygons.json,10,train
erfurt_000003_000019_gtFine_polygons.json,11,train
erfurt_000004_000019_gtFine_polygons.json,6,train
erfurt_000005_000019_gtFine_polygons.json,16,train
erfurt_000006_000019_gtFine_polygons.json,16,train
erfurt_000007_000019_gtFine_polygons.json,13,train
erfurt_000008_000019_gtFine_polygons.json,14,train
erfurt_000009_000019_gtFine_polygons.json,11,train
erfurt_000010_000019_gtFine_polygons.json,14,train
erfurt_000011_000019_gtFine_polygons.json,17,train
erfurt_000012_000019_gtFine_polygons.json,17,train
erfurt_000013_000019_gtFine_polygons.json,16,train
erfurt_000014_000019_gtFine_polygons.json,6,train
erfurt_000015_000019_gtFine_polygons.json,16,train
erfurt_000016_000019_gtFine_polygons.json,16,train
erfurt_000017_000019_gtFine_polygons.json,26,train
erfurt_000018_000019_gtFine_polygons.json,13,train
erfurt_000019_000019_gtFine_polygons.json,5,train
erfurt_000020_000019_gtFine_polygons.json,7,train
erfurt_000021_000019_gtFine_polygons.json,9,train
erfurt_000022_000019_gtFine_polygons.json,15,train
erfurt_000023_000019_gtFine_polygons.json,15,train
erfurt_000024_000019_gtFine_polygons.json,14,train
erfurt_000025_000019_gtFine_polygons.json,19,train
erfurt_000026_000019_gtFine_polygons.json,17,train
erfurt_000027_000019_gtFine_polygons.json,10,train
erfurt_000028_000019_gtFine_polygons.json,6,train
erfurt_000029_000019_gtFine_polygons.json,13,train
erfurt_000030_000019_gtFine_polygons.json,8,train
erfurt_000031_000019_gtFine_polygons.json,4,train
erfurt_000032_000019_gtFine_polygons.json,6,train
erfurt_000033_000019_gtFine_polygons.json,3,train
erfurt_000034_000019_gtFine_polygons.json,7,train
erfurt_000035_000019_gtFine_polygons.json,31,train
erfurt_000036_000019_gtFine_polygons.json,11,train
erfurt_000037_000019_gtFine_polygons.json,18,train
erfurt_000038_000019_gtFine_polygons.json,13,train
erfurt_000039_000019_gtFine_polygons.json,7,train
erfurt_000040_000019_gtFine_polygons.json,10,train
erfurt_000041_000019_gtFine_polygons.json,20,train
erfurt_000042_000019_gtFine_polygons.json,13,train
erfurt_000043_000019_gtFine_polygons.json,21,train
erfurt_000044_000019_gtFine_polygons.json,14,train
erfurt_000045_000019_gtFine_polygons.json,4,train
erfurt_000046_000019_gtFine_polygons.json,3,train
erfurt_000047_000019_gtFine_polygons.json,15,train
erfurt_000048_000019_gtFine_polygons.json,37,train
erfurt_000049_000019_gtFine_polygons.json,26,train
erfurt_000050_000019_gtFine_polygons.json,10,train
erfurt_000051_000019_gtFine_polygons.json,6,train
erfurt_000052_000019_gtFine_polygons.json,22,train
erfurt_000053_000019_gtFine_polygons.json,12,train
erfurt_000054_000019_gtFine_polygons.json,17,train
erfurt_000055_000019_gtFine_polygons.json,15,train
erfurt_000056_000019_gtFine_polygons.json,18,train
erfurt_000057_000019_gtFine_polygons.json,26,train
erfurt_000058_000019_gtFine_polygons.json,2,train
erfurt_000059_000019_gtFine_polygons.json,23,train
erfurt_000060_000019_gtFine_polygons.json,21,train
erfurt_000061_000019_gtFine_polygons.json,7,train
erfurt_000062_000019_gtFine_polygons.json,6,train
erfurt_000063_000019_gtFine_polygons.json,16,train
erfurt_000064_000019_gtFine_polygons.json,3,train
erfurt_000065_000019_gtFine_polygons.json,7,train
erfurt_000066_000019_gtFine_polygons.json,2,train
erfurt_000067_000019_gtFine_polygons.json,21,train
erfurt_000068_000019_gtFine_polygons.json,32,train
erfurt_000069_000019_gtFine_polygons.json,11,train
erfurt_000070_000019_gtFine_polygons.json,7,train
erfurt_000071_000019_gtFine_polygons.json,12,train
erfurt_000072_000019_gtFine_polygons.json,15,train
erfurt_000073_000019_gtFine_polygons.json,17,train
erfurt_000074_000019_gtFine_polygons.json,10,train
erfurt_000075_000019_gtFine_polygons.json,3,train
erfurt_000076_000019_gtFine_polygons.json,17,train
erfurt_000077_000019_gtFine_polygons.json,3,train
erfurt_000078_000019_gtFine_polygons.json,9,train
erfurt_000079_000019_gtFine_polygons.json,2,train
erfurt_000080_000019_gtFine_polygons.json,8,train
erfurt_000081_000019_gtFine_polygons.json,8,train
erfurt_000082_000019_gtFine_polygons.json,21,train
erfurt_000083_000019_gtFine_polygons.json,7,train
erfurt_000084_000019_gtFine_polygons.json,5,train
erfurt_000085_000019_gtFine_polygons.json,15,train
erfurt_000086_000019_gtFine_polygons.json,18,train
erfurt_000087_000019_gtFine_polygons.json,16,train
erfurt_000088_000019_gtFine_polygons.json,2,train
erfurt_000089_000019_gtFine_polygons.json,4,train
erfurt_000090_000019_gtFine_polygons.json,15,train
erfurt_000091_000019_gtFine_polygons.json,12,train
erfurt_000092_000019_gtFine_polygons.json,7,train
erfurt_000093_000019_gtFine_polygons.json,20,train
erfurt_000094_000019_gtFine_polygons.json,13,train
erfurt_000095_000019_gtFine_polygons.json,18,train
erfurt_000096_000019_gtFine_polygons.json,8,train
erfurt_000097_000019_gtFine_polygons.json,10,train
erfurt_000098_000019_gtFine_polygons.json,17,train
erfurt_000099_000019_gtFine_polygons.json,32,train
erfurt_000100_000019_gtFine_polygons.json,39,train
erfurt_000101_000019_gtFine_polygons.json,12,train
erfurt_000102_000019_gtFine_polygons.json,20,train
erfurt_000103_000019_gtFine_polygons.json,15,train
erfurt_000104_000019_gtFine_polygons.json,20,train
erfurt_000105_000019_gtFine_polygons.json,15,train
erfurt_000106_000019_gtFine_polygons.json,20,train
erfurt_000107_000019_gtFine_polygons.json,19,train
erfurt_000108_000019_gtFine_polygons.json,20,train
hamburg_000000_000042_gtFine_polygons.json,22,train
hamburg_000000_000629_gtFine_polygons.json,11,train
hamburg_000000_001106_gtFine_polygons.json,22,train
hamburg_000000_001613_gtFine_polygons.json,13,train
hamburg_000000_002095_gtFine_polygons.json,21,train
hamburg_000000_002338_gtFine_polygons.json,15,train
hamburg_000000_003488_gtFine_polygons.json,22,train
hamburg_000000_003904_gtFine_polygons.json,18,train
hamburg_000000_004985_gtFine_polygons.json,27,train
hamburg_000000_005639_gtFine_polygons.json,21,train
hamburg_000000_006192_gtFine_polygons.json,15,train
hamburg_000000_006322_gtFine_polygons.json,18,train
hamburg_000000_007737_gtFine_polygons.json,19,train
hamburg_000000_008221_gtFine_polygons.json,19,train
hamburg_000000_008494_gtFine_polygons.json,20,train
hamburg_000000_011641_gtFine_polygons.json,3,train
hamburg_000000_013577_gtFine_polygons.json,21,train
hamburg_000000_014030_gtFine_polygons.json,22,train
hamburg_000000_014940_gtFine_polygons.json,12,train
hamburg_000000_015350_gtFine_polygons.json,16,train
hamburg_000000_016447_gtFine_polygons.json,25,train
hamburg_000000_016691_gtFine_polygons.json,23,train
hamburg_000000_016928_gtFine_polygons.json,39,train
hamburg_000000_018592_gtFine_polygons.json,34,train
hamburg_000000_018878_gtFine_polygons.json,20,train
hamburg_000000_019373_gtFine_polygons.json,19,train
hamburg_000000_019760_gtFine_polygons.json,38,train
hamburg_000000_019892_gtFine_polygons.json,28,train
hamburg_000000_020211_gtFine_polygons.json,27,train
hamburg_000000_020563_gtFine_polygons.json,13,train
hamburg_000000_021353_gtFine_polygons.json,10,train
hamburg_000000_021961_gtFine_polygons.json,13,train
hamburg_000000_022524_gtFine_polygons.json,26,train
hamburg_000000_023472_gtFine_polygons.json,10,train
hamburg_000000_024251_gtFine_polygons.json,40,train
hamburg_000000_025802_gtFine_polygons.json,21,train
hamburg_000000_025986_gtFine_polygons.json,28,train
hamburg_000000_026675_gtFine_polygons.json,32,train
hamburg_000000_027304_gtFine_polygons.json,33,train
hamburg_000000_027857_gtFine_polygons.json,24,train
hamburg_000000_028056_gtFine_polygons.json,31,train
hamburg_000000_028439_gtFine_polygons.json,30,train
hamburg_000000_028608_gtFine_polygons.json,29,train
hamburg_000000_029144_gtFine_polygons.json,9,train
hamburg_000000_029378_gtFine_polygons.json,28,train
hamburg_000000_029676_gtFine_polygons.json,17,train
hamburg_000000_030279_gtFine_polygons.json,36,train
hamburg_000000_030953_gtFine_polygons.json,29,train
hamburg_000000_031971_gtFine_polygons.json,38,train
hamburg_000000_032266_gtFine_polygons.json,34,train
hamburg_000000_032460_gtFine_polygons.json,17,train
hamburg_000000_032719_gtFine_polygons.json,8,train
hamburg_000000_032906_gtFine_polygons.json,24,train
hamburg_000000_033506_gtFine_polygons.json,33,train
hamburg_000000_034049_gtFine_polygons.json,35,train
hamburg_000000_035568_gtFine_polygons.json,61,train
hamburg_000000_036003_gtFine_polygons.json,24,train
hamburg_000000_036427_gtFine_polygons.json,14,train
hamburg_000000_036527_gtFine_polygons.json,28,train
hamburg_000000_037036_gtFine_polygons.json,21,train
hamburg_000000_037161_gtFine_polygons.json,46,train
hamburg_000000_037279_gtFine_polygons.json,41,train
hamburg_000000_037741_gtFine_polygons.json,27,train
hamburg_000000_038446_gtFine_polygons.json,29,train
hamburg_000000_038511_gtFine_polygons.json,43,train
hamburg_000000_038729_gtFine_polygons.json,26,train
hamburg_000000_038915_gtFine_polygons.json,34,train
hamburg_000000_039264_gtFine_polygons.json,32,train
hamburg_000000_039420_gtFine_polygons.json,47,train
hamburg_000000_039546_gtFine_polygons.json,55,train
hamburg_000000_040021_gtFine_polygons.json,11,train
hamburg_000000_041667_gtFine_polygons.json,34,train
hamburg_000000_042505_gtFine_polygons.json,10,train
hamburg_000000_042885_gtFine_polygons.json,25,train
hamburg_000000_043944_gtFine_polygons.json,48,train
hamburg_000000_044251_gtFine_polygons.json,35,train
hamburg_000000_044400_gtFine_polygons.json,52,train
hamburg_000000_044747_gtFine_polygons.json,46,train
hamburg_000000_044996_gtFine_polygons.json,32,train
hamburg_000000_045437_gtFine_polygons.json,26,train
hamburg_000000_045704_gtFine_polygons.json,75,train
hamburg_000000_045908_gtFine_polygons.json,75,train
hamburg_000000_046078_gtFine_polygons.json,73,train
hamburg_000000_046510_gtFine_polygons.json,62,train
hamburg_000000_046566_gtFine_polygons.json,45,train
hamburg_000000_046619_gtFine_polygons.json,81,train
hamburg_000000_046872_gtFine_polygons.json,85,train
hamburg_000000_047057_gtFine_polygons.json,59,train
hamburg_000000_047108_gtFine_polygons.json,47,train
hamburg_000000_047157_gtFine_polygons.json,52,train
hamburg_000000_047220_gtFine_polygons.json,47,train
hamburg_000000_047390_gtFine_polygons.json,35,train
hamburg_000000_048138_gtFine_polygons.json,21,train
hamburg_000000_048494_gtFine_polygons.json,31,train
hamburg_000000_048750_gtFine_polygons.json,21,train
hamburg_000000_048960_gtFine_polygons.json,22,train
hamburg_000000_049558_gtFine_polygons.json,7,train
hamburg_000000_050160_gtFine_polygons.json,27,train
hamburg_000000_051855_gtFine_polygons.json,11,train
hamburg_000000_052122_gtFine_polygons.json,27,train
hamburg_000000_052904_gtFine_polygons.json,39,train
hamburg_000000_053086_gtFine_polygons.json,50,train
hamburg_000000_053486_gtFine_polygons.json,67,train
hamburg_000000_053563_gtFine_polygons.json,64,train
hamburg_000000_053776_gtFine_polygons.json,49,train
hamburg_000000_053886_gtFine_polygons.json,39,train
hamburg_000000_054029_gtFine_polygons.json,87,train
hamburg_000000_054220_gtFine_polygons.json,58,train
hamburg_000000_054555_gtFine_polygons.json,49,train
hamburg_000000_054850_gtFine_polygons.json,30,train
hamburg_000000_055039_gtFine_polygons.json,28,train
hamburg_000000_055414_gtFine_polygons.json,25,train
hamburg_000000_055894_gtFine_polygons.json,22,train
hamburg_000000_056229_gtFine_polygons.json,19,train
hamburg_000000_056508_gtFine_polygons.json,25,train
hamburg_000000_057487_gtFine_polygons.json,11,train
hamburg_000000_057678_gtFine_polygons.json,26,train
hamburg_000000_057816_gtFine_polygons.json,30,train
hamburg_000000_058591_gtFine_polygons.json,30,train
hamburg_000000_059339_gtFine_polygons.json,40,train
hamburg_000000_059720_gtFine_polygons.json,18,train
hamburg_000000_060215_gtFine_polygons.json,35,train
hamburg_000000_060586_gtFine_polygons.json,30,train
hamburg_000000_060907_gtFine_polygons.json,40,train
hamburg_000000_061048_gtFine_polygons.json,31,train
hamburg_000000_061468_gtFine_polygons.json,33,train
hamburg_000000_061790_gtFine_polygons.json,38,train
hamburg_000000_062039_gtFine_polygons.json,39,train
hamburg_000000_062371_gtFine_polygons.json,45,train
hamburg_000000_062710_gtFine_polygons.json,47,train
hamburg_000000_062964_gtFine_polygons.json,35,train
hamburg_000000_063403_gtFine_polygons.json,27,train
hamburg_000000_063698_gtFine_polygons.json,38,train
hamburg_000000_064269_gtFine_polygons.json,34,train
hamburg_000000_064825_gtFine_polygons.json,16,train
hamburg_000000_065055_gtFine_polygons.json,45,train
hamburg_000000_065604_gtFine_polygons.json,41,train
hamburg_000000_065843_gtFine_polygons.json,17,train
hamburg_000000_065983_gtFine_polygons.json,13,train
hamburg_000000_066424_gtFine_polygons.json,18,train
hamburg_000000_066706_gtFine_polygons.json,18,train
hamburg_000000_066988_gtFine_polygons.json,7,train
hamburg_000000_067223_gtFine_polygons.json,30,train
hamburg_000000_067338_gtFine_polygons.json,33,train
hamburg_000000_067587_gtFine_polygons.json,26,train
hamburg_000000_067799_gtFine_polygons.json,34,train
hamburg_000000_068693_gtFine_polygons.json,85,train
hamburg_000000_068916_gtFine_polygons.json,111,train
hamburg_000000_069096_gtFine_polygons.json,94,train
hamburg_000000_069177_gtFine_polygons.json,103,train
hamburg_000000_069289_gtFine_polygons.json,41,train
hamburg_000000_069417_gtFine_polygons.json,62,train
hamburg_000000_070334_gtFine_polygons.json,41,train
hamburg_000000_070444_gtFine_polygons.json,25,train
hamburg_000000_071016_gtFine_polygons.json,21,train
hamburg_000000_071150_gtFine_polygons.json,13,train
hamburg_000000_071675_gtFine_polygons.json,33,train
hamburg_000000_071942_gtFine_polygons.json,17,train
hamburg_000000_073314_gtFine_polygons.json,62,train
hamburg_000000_073389_gtFine_polygons.json,58,train
hamburg_000000_073549_gtFine_polygons.json,71,train
hamburg_000000_073672_gtFine_polygons.json,39,train
hamburg_000000_073758_gtFine_polygons.json,28,train
hamburg_000000_073999_gtFine_polygons.json,16,train
hamburg_000000_074139_gtFine_polygons.json,7,train
hamburg_000000_074267_gtFine_polygons.json,41,train
hamburg_000000_074425_gtFine_polygons.json,17,train
hamburg_000000_074545_gtFine_polygons.json,15,train
hamburg_000000_074694_gtFine_polygons.json,18,train
hamburg_000000_076392_gtFine_polygons.json,29,train
hamburg_000000_076966_gtFine_polygons.json,25,train
hamburg_000000_077144_gtFine_polygons.json,17,train
hamburg_000000_077642_gtFine_polygons.json,27,train
hamburg_000000_077756_gtFine_polygons.json,18,train
hamburg_000000_077927_gtFine_polygons.json,14,train
hamburg_000000_078407_gtFine_polygons.json,20,train
hamburg_000000_078579_gtFine_polygons.json,38,train
hamburg_000000_078842_gtFine_polygons.json,18,train
hamburg_000000_079376_gtFine_polygons.json,23,train
hamburg_000000_079657_gtFine_polygons.json,20,train
hamburg_000000_080169_gtFine_polygons.json,26,train
hamburg_000000_080438_gtFine_polygons.json,18,train
hamburg_000000_080674_gtFine_polygons.json,31,train
hamburg_000000_080878_gtFine_polygons.json,27,train
hamburg_000000_081299_gtFine_polygons.json,47,train
hamburg_000000_082187_gtFine_polygons.json,17,train
hamburg_000000_082301_gtFine_polygons.json,16,train
hamburg_000000_083586_gtFine_polygons.json,38,train
hamburg_000000_083696_gtFine_polygons.json,30,train
hamburg_000000_084746_gtFine_polygons.json,54,train
hamburg_000000_084865_gtFine_polygons.json,46,train
hamburg_000000_085073_gtFine_polygons.json,34,train
hamburg_000000_085321_gtFine_polygons.json,30,train
hamburg_000000_085413_gtFine_polygons.json,39,train
hamburg_000000_085645_gtFine_polygons.json,35,train
hamburg_000000_085982_gtFine_polygons.json,26,train
hamburg_000000_086499_gtFine_polygons.json,37,train
hamburg_000000_086636_gtFine_polygons.json,36,train
hamburg_000000_087216_gtFine_polygons.json,34,train
hamburg_000000_087822_gtFine_polygons.json,40,train
hamburg_000000_088054_gtFine_polygons.json,35,train
hamburg_000000_088197_gtFine_polygons.json,24,train
hamburg_000000_088627_gtFine_polygons.json,22,train
hamburg_000000_088783_gtFine_polygons.json,31,train
hamburg_000000_088939_gtFine_polygons.json,39,train
hamburg_000000_088983_gtFine_polygons.json,43,train
hamburg_000000_089491_gtFine_polygons.json,27,train
hamburg_000000_089696_gtFine_polygons.json,44,train
hamburg_000000_090398_gtFine_polygons.json,43,train
hamburg_000000_090742_gtFine_polygons.json,36,train
hamburg_000000_091038_gtFine_polygons.json,29,train
hamburg_000000_091155_gtFine_polygons.json,23,train
hamburg_000000_091900_gtFine_polygons.json,16,train
hamburg_000000_092476_gtFine_polygons.json,19,train
hamburg_000000_092850_gtFine_polygons.json,24,train
hamburg_000000_093325_gtFine_polygons.json,23,train
hamburg_000000_093572_gtFine_polygons.json,30,train
hamburg_000000_093787_gtFine_polygons.json,16,train
hamburg_000000_094185_gtFine_polygons.json,26,train
hamburg_000000_094717_gtFine_polygons.json,11,train
hamburg_000000_095561_gtFine_polygons.json,20,train
hamburg_000000_096063_gtFine_polygons.json,28,train
hamburg_000000_096624_gtFine_polygons.json,16,train
hamburg_000000_097086_gtFine_polygons.json,16,train
hamburg_000000_097447_gtFine_polygons.json,18,train
hamburg_000000_098061_gtFine_polygons.json,29,train
hamburg_000000_098400_gtFine_polygons.json,37,train
hamburg_000000_098616_gtFine_polygons.json,3,train
hamburg_000000_098862_gtFine_polygons.json,66,train
hamburg_000000_099109_gtFine_polygons.json,42,train
hamburg_000000_099368_gtFine_polygons.json,14,train
hamburg_000000_099902_gtFine_polygons.json,120,train
hamburg_000000_100300_gtFine_polygons.json,101,train
hamburg_000000_101724_gtFine_polygons.json,32,train
hamburg_000000_102379_gtFine_polygons.json,36,train
hamburg_000000_102574_gtFine_polygons.json,34,train
hamburg_000000_103075_gtFine_polygons.json,63,train
hamburg_000000_103186_gtFine_polygons.json,74,train
