annotation_file,class_name,bbox_width,bbox_height,bbox_area,bbox_area_ratio,split
cologne_000007_000019_gtFine_polygons.json,bicycle,224,156,34944,0.016663,train
cologne_000007_000019_gtFine_polygons.json,person,113,259,29267,0.013956,train
cologne_000008_000019_gtFine_polygons.json,car,34,52,1768,0.000843,train
cologne_000008_000019_gtFine_polygons.json,car,28,58,1624,0.000774,train
cologne_000008_000019_gtFine_polygons.json,car,131,107,14017,0.006684,train
cologne_000008_000019_gtFine_polygons.json,person,27,31,837,0.000399,train
cologne_000008_000019_gtFine_polygons.json,car,83,35,2905,0.001385,train
cologne_000008_000019_gtFine_polygons.json,person,28,28,784,0.000374,train
cologne_000008_000019_gtFine_polygons.json,car,201,92,18492,0.008818,train
cologne_000008_000019_gtFine_polygons.json,person,25,30,750,0.000358,train
cologne_000008_000019_gtFine_polygons.json,car,114,89,10146,0.004838,train
cologne_000008_000019_gtFine_polygons.json,person,26,29,754,0.00036,train
cologne_000008_000019_gtFine_polygons.json,person,51,38,1938,0.000924,train
cologne_000008_000019_gtFine_polygons.json,car,242,111,26862,0.012809,train
cologne_000008_000019_gtFine_polygons.json,person,51,94,4794,0.002286,train
cologne_000008_000019_gtFine_polygons.json,person,40,145,5800,0.002766,train
cologne_000008_000019_gtFine_polygons.json,car,439,143,62777,0.029934,train
cologne_000008_000019_gtFine_polygons.json,person,27,18,486,0.000232,train
cologne_000008_000019_gtFine_polygons.json,car,175,86,15050,0.007176,train
cologne_000008_000019_gtFine_polygons.json,car,162,121,19602,0.009347,train
cologne_000008_000019_gtFine_polygons.json,car,202,144,29088,0.01387,train
cologne_000008_000019_gtFine_polygons.json,car,407,153,62271,0.029693,train
cologne_000008_000019_gtFine_polygons.json,car,217,200,43400,0.020695,train
cologne_000008_000019_gtFine_polygons.json,person,60,236,14160,0.006752,train
cologne_000008_000019_gtFine_polygons.json,person,93,266,24738,0.011796,train
cologne_000008_000019_gtFine_polygons.json,person,148,278,41144,0.019619,train
cologne_000008_000019_gtFine_polygons.json,bicycle,341,224,76384,0.036423,train
cologne_000008_000019_gtFine_polygons.json,rider,136,308,41888,0.019974,train
cologne_000009_000019_gtFine_polygons.json,car,24,27,648,0.000309,train
cologne_000009_000019_gtFine_polygons.json,car,32,27,864,0.000412,train
cologne_000009_000019_gtFine_polygons.json,car,63,52,3276,0.001562,train
cologne_000009_000019_gtFine_polygons.json,car,88,69,6072,0.002895,train
cologne_000009_000019_gtFine_polygons.json,person,16,20,320,0.000153,train
cologne_000009_000019_gtFine_polygons.json,person,32,111,3552,0.001694,train
cologne_000009_000019_gtFine_polygons.json,bicycle,68,88,5984,0.002853,train
cologne_000009_000019_gtFine_polygons.json,person,125,284,35500,0.016928,train
cologne_000009_000019_gtFine_polygons.json,person,27,67,1809,0.000863,train
cologne_000009_000019_gtFine_polygons.json,person,64,141,9024,0.004303,train
cologne_000009_000019_gtFine_polygons.json,car,85,78,6630,0.003161,train
cologne_000009_000019_gtFine_polygons.json,car,195,143,27885,0.013297,train
cologne_000009_000019_gtFine_polygons.json,car,425,162,68850,0.03283,train
cologne_000009_000019_gtFine_polygons.json,car,50,64,3200,0.001526,train
cologne_000009_000019_gtFine_polygons.json,car,49,71,3479,0.001659,train
cologne_000009_000019_gtFine_polygons.json,car,60,84,5040,0.002403,train
cologne_000009_000019_gtFine_polygons.json,person,19,62,1178,0.000562,train
cologne_000009_000019_gtFine_polygons.json,car,160,100,16000,0.007629,train
cologne_000009_000019_gtFine_polygons.json,person,182,297,54054,0.025775,train
cologne_000009_000019_gtFine_polygons.json,person,38,95,3610,0.001721,train
cologne_000009_000019_gtFine_polygons.json,person,40,120,4800,0.002289,train
cologne_000009_000019_gtFine_polygons.json,person,62,122,7564,0.003607,train
cologne_000009_000019_gtFine_polygons.json,bicycle,109,134,14606,0.006965,train
cologne_000009_000019_gtFine_polygons.json,bicycle,68,88,5984,0.002853,train
cologne_000010_000019_gtFine_polygons.json,car,39,34,1326,0.000632,train
cologne_000010_000019_gtFine_polygons.json,car,42,36,1512,0.000721,train
cologne_000010_000019_gtFine_polygons.json,car,103,59,6077,0.002898,train
cologne_000010_000019_gtFine_polygons.json,car,204,138,28152,0.013424,train
cologne_000010_000019_gtFine_polygons.json,person,32,118,3776,0.001801,train
cologne_000010_000019_gtFine_polygons.json,car,307,137,42059,0.020055,train
cologne_000010_000019_gtFine_polygons.json,car,29,41,1189,0.000567,train
cologne_000010_000019_gtFine_polygons.json,car,45,55,2475,0.00118,train
cologne_000010_000019_gtFine_polygons.json,car,103,96,9888,0.004715,train
cologne_000010_000019_gtFine_polygons.json,car,153,92,14076,0.006712,train
cologne_000010_000019_gtFine_polygons.json,car,71,90,6390,0.003047,train
cologne_000010_000019_gtFine_polygons.json,car,178,98,17444,0.008318,train
cologne_000010_000019_gtFine_polygons.json,car,124,117,14508,0.006918,train
cologne_000010_000019_gtFine_polygons.json,car,216,136,29376,0.014008,train
cologne_000010_000019_gtFine_polygons.json,car,413,164,67732,0.032297,train
cologne_000011_000019_gtFine_polygons.json,car,75,30,2250,0.001073,train
cologne_000011_000019_gtFine_polygons.json,car,93,57,5301,0.002528,train
cologne_000011_000019_gtFine_polygons.json,person,74,149,11026,0.005258,train
cologne_000011_000019_gtFine_polygons.json,person,35,106,3710,0.001769,train
cologne_000011_000019_gtFine_polygons.json,person,38,130,4940,0.002356,train
cologne_000011_000019_gtFine_polygons.json,person,38,115,4370,0.002084,train
cologne_000011_000019_gtFine_polygons.json,car,301,253,76153,0.036313,train
cologne_000011_000019_gtFine_polygons.json,car,63,40,2520,0.001202,train
cologne_000012_000019_gtFine_polygons.json,person,14,24,336,0.00016,train
cologne_000012_000019_gtFine_polygons.json,car,26,22,572,0.000273,train
cologne_000012_000019_gtFine_polygons.json,person,22,52,1144,0.000546,train
cologne_000012_000019_gtFine_polygons.json,rider,129,220,28380,0.013533,train
cologne_000012_000019_gtFine_polygons.json,bicycle,271,166,44986,0.021451,train
cologne_000012_000019_gtFine_polygons.json,rider,127,232,29464,0.01405,train
cologne_000012_000019_gtFine_polygons.json,car,559,336,187824,0.089561,train
cologne_000012_000019_gtFine_polygons.json,bicycle,378,149,56322,0.026856,train
cologne_000012_000019_gtFine_polygons.json,rider,161,189,30429,0.01451,train
cologne_000012_000019_gtFine_polygons.json,car,27,37,999,0.000476,train
cologne_000012_000019_gtFine_polygons.json,car,32,43,1376,0.000656,train
cologne_000012_000019_gtFine_polygons.json,car,38,46,1748,0.000834,train
cologne_000012_000019_gtFine_polygons.json,car,55,54,2970,0.001416,train
cologne_000012_000019_gtFine_polygons.json,car,54,78,4212,0.002008,train
cologne_000012_000019_gtFine_polygons.json,car,162,119,19278,0.009192,train
cologne_000012_000019_gtFine_polygons.json,car,62,54,3348,0.001596,train
cologne_000012_000019_gtFine_polygons.json,bicycle,271,166,44986,0.021451,train
cologne_000012_000019_gtFine_polygons.json,rider,129,220,28380,0.013533,train
cologne_000012_000019_gtFine_polygons.json,rider,127,232,29464,0.01405,train
cologne_000013_000019_gtFine_polygons.json,car,31,48,1488,0.00071,train
cologne_000013_000019_gtFine_polygons.json,car,70,81,5670,0.002704,train
cologne_000013_000019_gtFine_polygons.json,car,217,170,36890,0.017591,train
cologne_000013_000019_gtFine_polygons.json,car,85,33,2805,0.001338,train
cologne_000013_000019_gtFine_polygons.json,car,67,39,2613,0.001246,train
cologne_000013_000019_gtFine_polygons.json,car,110,47,5170,0.002465,train
cologne_000013_000019_gtFine_polygons.json,car,83,36,2988,0.001425,train
cologne_000013_000019_gtFine_polygons.json,car,84,43,3612,0.001722,train
cologne_000013_000019_gtFine_polygons.json,car,49,64,3136,0.001495,train
cologne_000013_000019_gtFine_polygons.json,car,115,88,10120,0.004826,train
cologne_000013_000019_gtFine_polygons.json,car,43,100,4300,0.00205,train
cologne_000013_000019_gtFine_polygons.json,car,173,128,22144,0.010559,train
cologne_000014_000019_gtFine_polygons.json,car,42,35,1470,0.000701,train
cologne_000014_000019_gtFine_polygons.json,person,25,40,1000,0.000477,train
cologne_000014_000019_gtFine_polygons.json,person,26,30,780,0.000372,train
cologne_000014_000019_gtFine_polygons.json,person,17,62,1054,0.000503,train
cologne_000014_000019_gtFine_polygons.json,car,120,69,8280,0.003948,train
cologne_000014_000019_gtFine_polygons.json,car,154,112,17248,0.008224,train
cologne_000014_000019_gtFine_polygons.json,car,234,161,37674,0.017964,train
cologne_000014_000019_gtFine_polygons.json,person,123,341,41943,0.02,train
cologne_000014_000019_gtFine_polygons.json,car,574,510,292740,0.139589,train
cologne_000014_000019_gtFine_polygons.json,car,38,32,1216,0.00058,train
cologne_000015_000019_gtFine_polygons.json,car,87,28,2436,0.001162,train
cologne_000015_000019_gtFine_polygons.json,car,43,36,1548,0.000738,train
cologne_000015_000019_gtFine_polygons.json,car,76,46,3496,0.001667,train
cologne_000015_000019_gtFine_polygons.json,car,77,58,4466,0.00213,train
cologne_000015_000019_gtFine_polygons.json,car,63,39,2457,0.001172,train
cologne_000015_000019_gtFine_polygons.json,car,95,81,7695,0.003669,train
cologne_000015_000019_gtFine_polygons.json,car,156,116,18096,0.008629,train
cologne_000015_000019_gtFine_polygons.json,person,21,62,1302,0.000621,train
cologne_000015_000019_gtFine_polygons.json,person,19,59,1121,0.000535,train
cologne_000015_000019_gtFine_polygons.json,person,46,45,2070,0.000987,train
cologne_000015_000019_gtFine_polygons.json,person,48,111,5328,0.002541,train
cologne_000015_000019_gtFine_polygons.json,person,34,106,3604,0.001719,train
cologne_000015_000019_gtFine_polygons.json,person,36,105,3780,0.001802,train
cologne_000015_000019_gtFine_polygons.json,person,48,140,6720,0.003204,train
cologne_000015_000019_gtFine_polygons.json,person,54,127,6858,0.00327,train
cologne_000015_000019_gtFine_polygons.json,person,60,139,8340,0.003977,train
cologne_000015_000019_gtFine_polygons.json,person,69,140,9660,0.004606,train
cologne_000015_000019_gtFine_polygons.json,car,315,148,46620,0.02223,train
cologne_000015_000019_gtFine_polygons.json,person,28,43,1204,0.000574,train
cologne_000015_000019_gtFine_polygons.json,person,26,69,1794,0.000855,train
cologne_000015_000019_gtFine_polygons.json,person,60,148,8880,0.004234,train
cologne_000015_000019_gtFine_polygons.json,person,50,166,8300,0.003958,train
cologne_000015_000019_gtFine_polygons.json,person,31,146,4526,0.002158,train
cologne_000015_000019_gtFine_polygons.json,person,58,204,11832,0.005642,train
cologne_000015_000019_gtFine_polygons.json,person,57,188,10716,0.00511,train
cologne_000015_000019_gtFine_polygons.json,person,69,212,14628,0.006975,train
cologne_000015_000019_gtFine_polygons.json,person,105,242,25410,0.012116,train
cologne_000015_000019_gtFine_polygons.json,person,48,40,1920,0.000916,train
cologne_000015_000019_gtFine_polygons.json,person,62,199,12338,0.005883,train
cologne_000015_000019_gtFine_polygons.json,person,48,232,11136,0.00531,train
cologne_000015_000019_gtFine_polygons.json,car,261,177,46197,0.022028,train
cologne_000015_000019_gtFine_polygons.json,person,45,169,7605,0.003626,train
cologne_000015_000019_gtFine_polygons.json,person,55,99,5445,0.002596,train
cologne_000016_000019_gtFine_polygons.json,car,102,38,3876,0.001848,train
cologne_000016_000019_gtFine_polygons.json,car,30,33,990,0.000472,train
cologne_000016_000019_gtFine_polygons.json,car,75,54,4050,0.001931,train
cologne_000016_000019_gtFine_polygons.json,car,92,79,7268,0.003466,train
cologne_000016_000019_gtFine_polygons.json,car,94,80,7520,0.003586,train
cologne_000016_000019_gtFine_polygons.json,car,100,59,5900,0.002813,train
cologne_000016_000019_gtFine_polygons.json,car,41,46,1886,0.000899,train
cologne_000016_000019_gtFine_polygons.json,car,39,65,2535,0.001209,train
cologne_000016_000019_gtFine_polygons.json,car,68,46,3128,0.001492,train
cologne_000016_000019_gtFine_polygons.json,car,63,45,2835,0.001352,train
cologne_000016_000019_gtFine_polygons.json,car,54,51,2754,0.001313,train
cologne_000016_000019_gtFine_polygons.json,car,73,24,1752,0.000835,train
cologne_000016_000019_gtFine_polygons.json,car,117,47,5499,0.002622,train
cologne_000016_000019_gtFine_polygons.json,car,83,55,4565,0.002177,train
cologne_000016_000019_gtFine_polygons.json,car,134,54,7236,0.00345,train
cologne_000016_000019_gtFine_polygons.json,car,119,52,6188,0.002951,train
cologne_000016_000019_gtFine_polygons.json,car,147,78,11466,0.005467,train
cologne_000016_000019_gtFine_polygons.json,car,152,63,9576,0.004566,train
cologne_000016_000019_gtFine_polygons.json,car,207,91,18837,0.008982,train
cologne_000016_000019_gtFine_polygons.json,car,92,85,7820,0.003729,train
cologne_000016_000019_gtFine_polygons.json,car,76,88,6688,0.003189,train
cologne_000016_000019_gtFine_polygons.json,car,157,117,18369,0.008759,train
cologne_000017_000019_gtFine_polygons.json,car,16,11,176,8.4e-05,train
cologne_000017_000019_gtFine_polygons.json,car,51,30,1530,0.00073,train
cologne_000017_000019_gtFine_polygons.json,car,56,29,1624,0.000774,train
cologne_000017_000019_gtFine_polygons.json,car,49,60,2940,0.001402,train
cologne_000017_000019_gtFine_polygons.json,car,88,87,7656,0.003651,train
cologne_000017_000019_gtFine_polygons.json,car,128,98,12544,0.005981,train
cologne_000017_000019_gtFine_polygons.json,car,119,92,10948,0.00522,train
cologne_000017_000019_gtFine_polygons.json,car,139,104,14456,0.006893,train
cologne_000017_000019_gtFine_polygons.json,person,31,52,1612,0.000769,train
cologne_000017_000019_gtFine_polygons.json,person,31,62,1922,0.000916,train
cologne_000017_000019_gtFine_polygons.json,person,23,56,1288,0.000614,train
cologne_000017_000019_gtFine_polygons.json,person,19,50,950,0.000453,train
cologne_000017_000019_gtFine_polygons.json,person,22,68,1496,0.000713,train
cologne_000017_000019_gtFine_polygons.json,car,179,51,9129,0.004353,train
cologne_000017_000019_gtFine_polygons.json,car,245,195,47775,0.022781,train
cologne_000017_000019_gtFine_polygons.json,person,53,164,8692,0.004145,train
cologne_000017_000019_gtFine_polygons.json,person,5,22,110,5.2e-05,train
cologne_000017_000019_gtFine_polygons.json,person,6,23,138,6.6e-05,train
cologne_000018_000019_gtFine_polygons.json,person,43,37,1591,0.000759,train
cologne_000018_000019_gtFine_polygons.json,car,97,53,5141,0.002451,train
cologne_000018_000019_gtFine_polygons.json,car,168,95,15960,0.00761,train
cologne_000018_000019_gtFine_polygons.json,bus,711,194,137934,0.065772,train
cologne_000018_000019_gtFine_polygons.json,rider,87,102,8874,0.004231,train
cologne_000018_000019_gtFine_polygons.json,rider,104,112,11648,0.005554,train
cologne_000018_000019_gtFine_polygons.json,rider,110,176,19360,0.009232,train
cologne_000018_000019_gtFine_polygons.json,bicycle,460,153,70380,0.03356,train
cologne_000018_000019_gtFine_polygons.json,person,60,181,10860,0.005178,train
cologne_000018_000019_gtFine_polygons.json,rider,59,172,10148,0.004839,train
cologne_000018_000019_gtFine_polygons.json,bicycle,26,103,2678,0.001277,train
cologne_000018_000019_gtFine_polygons.json,person,70,208,14560,0.006943,train
cologne_000018_000019_gtFine_polygons.json,person,88,181,15928,0.007595,train
cologne_000018_000019_gtFine_polygons.json,person,60,164,9840,0.004692,train
cologne_000018_000019_gtFine_polygons.json,rider,83,143,11869,0.00566,train
cologne_000018_000019_gtFine_polygons.json,bicycle,171,99,16929,0.008072,train
cologne_000018_000019_gtFine_polygons.json,bicycle,171,99,16929,0.008072,train
cologne_000018_000019_gtFine_polygons.json,person,89,204,18156,0.008657,train
cologne_000018_000019_gtFine_polygons.json,bicycle,73,109,7957,0.003794,train
cologne_000018_000019_gtFine_polygons.json,person,63,126,7938,0.003785,train
cologne_000018_000019_gtFine_polygons.json,person,65,133,8645,0.004122,train
cologne_000018_000019_gtFine_polygons.json,bicycle,130,98,12740,0.006075,train
cologne_000018_000019_gtFine_polygons.json,rider,93,147,13671,0.006519,train
cologne_000018_000019_gtFine_polygons.json,rider,59,172,10148,0.004839,train
cologne_000018_000019_gtFine_polygons.json,rider,104,112,11648,0.005554,train
cologne_000018_000019_gtFine_polygons.json,person,129,262,33798,0.016116,train
cologne_000018_000019_gtFine_polygons.json,rider,110,176,19360,0.009232,train
cologne_000018_000019_gtFine_polygons.json,rider,87,117,10179,0.004854,train
cologne_000018_000019_gtFine_polygons.json,bicycle,26,103,2678,0.001277,train
cologne_000019_000019_gtFine_polygons.json,person,54,52,2808,0.001339,train
cologne_000019_000019_gtFine_polygons.json,motorcycle,85,93,7905,0.003769,train
cologne_000019_000019_gtFine_polygons.json,person,33,20,660,0.000315,train
cologne_000019_000019_gtFine_polygons.json,motorcycle,59,99,5841,0.002785,train
cologne_000019_000019_gtFine_polygons.json,person,23,12,276,0.000132,train
cologne_000019_000019_gtFine_polygons.json,person,17,9,153,7.3e-05,train
cologne_000019_000019_gtFine_polygons.json,bicycle,100,79,7900,0.003767,train
cologne_000019_000019_gtFine_polygons.json,motorcycle,188,140,26320,0.01255,train
cologne_000019_000019_gtFine_polygons.json,car,224,120,26880,0.012817,train
cologne_000019_000019_gtFine_polygons.json,car,261,142,37062,0.017673,train
cologne_000019_000019_gtFine_polygons.json,car,385,172,66220,0.031576,train
cologne_000019_000019_gtFine_polygons.json,rider,99,175,17325,0.008261,train
cologne_000019_000019_gtFine_polygons.json,car,189,103,19467,0.009283,train
cologne_000019_000019_gtFine_polygons.json,car,357,252,89964,0.042898,train
cologne_000019_000019_gtFine_polygons.json,motorcycle,317,459,145503,0.069381,train
cologne_000019_000019_gtFine_polygons.json,rider,297,639,189783,0.090496,train
cologne_000019_000019_gtFine_polygons.json,motorcycle,62,97,6014,0.002868,train
cologne_000019_000019_gtFine_polygons.json,motorcycle,84,121,10164,0.004847,train
cologne_000019_000019_gtFine_polygons.json,rider,99,175,17325,0.008261,train
cologne_000019_000019_gtFine_polygons.json,rider,297,639,189783,0.090496,train
cologne_000020_000019_gtFine_polygons.json,truck,320,193,61760,0.029449,train
cologne_000020_000019_gtFine_polygons.json,person,23,122,2806,0.001338,train
cologne_000020_000019_gtFine_polygons.json,car,120,112,13440,0.006409,train
cologne_000020_000019_gtFine_polygons.json,person,24,58,1392,0.000664,train
cologne_000020_000019_gtFine_polygons.json,person,42,63,2646,0.001262,train
cologne_000020_000019_gtFine_polygons.json,person,80,176,14080,0.006714,train
cologne_000020_000019_gtFine_polygons.json,person,139,259,36001,0.017167,train
cologne_000020_000019_gtFine_polygons.json,person,52,39,2028,0.000967,train
cologne_000020_000019_gtFine_polygons.json,person,22,107,2354,0.001122,train
cologne_000020_000019_gtFine_polygons.json,person,41,61,2501,0.001193,train
cologne_000020_000019_gtFine_polygons.json,person,44,54,2376,0.001133,train
cologne_000020_000019_gtFine_polygons.json,person,52,185,9620,0.004587,train
cologne_000020_000019_gtFine_polygons.json,person,53,207,10971,0.005231,train
cologne_000020_000019_gtFine_polygons.json,person,61,135,8235,0.003927,train
cologne_000020_000019_gtFine_polygons.json,person,72,127,9144,0.00436,train
cologne_000020_000019_gtFine_polygons.json,person,34,111,3774,0.0018,train
cologne_000020_000019_gtFine_polygons.json,person,35,96,3360,0.001602,train
cologne_000020_000019_gtFine_polygons.json,person,44,97,4268,0.002035,train
cologne_000020_000019_gtFine_polygons.json,person,40,110,4400,0.002098,train
cologne_000020_000019_gtFine_polygons.json,person,22,72,1584,0.000755,train
cologne_000020_000019_gtFine_polygons.json,person,47,134,6298,0.003003,train
cologne_000020_000019_gtFine_polygons.json,person,62,178,11036,0.005262,train
cologne_000020_000019_gtFine_polygons.json,person,100,168,16800,0.008011,train
cologne_000020_000019_gtFine_polygons.json,person,49,162,7938,0.003785,train
cologne_000020_000019_gtFine_polygons.json,person,105,214,22470,0.010715,train
cologne_000020_000019_gtFine_polygons.json,person,49,242,11858,0.005654,train
cologne_000020_000019_gtFine_polygons.json,person,102,227,23154,0.011041,train
cologne_000020_000019_gtFine_polygons.json,person,77,242,18634,0.008885,train
cologne_000020_000019_gtFine_polygons.json,person,97,213,20661,0.009852,train
cologne_000020_000019_gtFine_polygons.json,person,102,207,21114,0.010068,train
cologne_000020_000019_gtFine_polygons.json,person,26,62,1612,0.000769,train
cologne_000020_000019_gtFine_polygons.json,person,87,185,16095,0.007675,train
cologne_000020_000019_gtFine_polygons.json,person,34,37,1258,0.0006,train
cologne_000020_000019_gtFine_polygons.json,person,119,236,28084,0.013391,train
cologne_000020_000019_gtFine_polygons.json,person,124,298,36952,0.01762,train
cologne_000020_000019_gtFine_polygons.json,person,14,15,210,0.0001,train
cologne_000020_000019_gtFine_polygons.json,car,223,218,48614,0.023181,train
cologne_000020_000019_gtFine_polygons.json,person,66,107,7062,0.003367,train
cologne_000020_000019_gtFine_polygons.json,car,395,280,110600,0.052738,train
cologne_000020_000019_gtFine_polygons.json,person,124,295,36580,0.017443,train
cologne_000020_000019_gtFine_polygons.json,person,114,245,27930,0.013318,train
cologne_000020_000019_gtFine_polygons.json,person,42,94,3948,0.001883,train
cologne_000020_000019_gtFine_polygons.json,person,96,223,21408,0.010208,train
cologne_000021_000019_gtFine_polygons.json,person,26,87,2262,0.001079,train
cologne_000021_000019_gtFine_polygons.json,motorcycle,238,135,32130,0.015321,train
cologne_000021_000019_gtFine_polygons.json,person,42,108,4536,0.002163,train
cologne_000021_000019_gtFine_polygons.json,motorcycle,441,413,182133,0.086848,train
cologne_000021_000019_gtFine_polygons.json,rider,259,481,124579,0.059404,train
cologne_000021_000019_gtFine_polygons.json,car,220,118,25960,0.012379,train
cologne_000021_000019_gtFine_polygons.json,bicycle,50,60,3000,0.001431,train
cologne_000021_000019_gtFine_polygons.json,bicycle,54,86,4644,0.002214,train
cologne_000021_000019_gtFine_polygons.json,bicycle,98,100,9800,0.004673,train
cologne_000021_000019_gtFine_polygons.json,rider,45,81,3645,0.001738,train
cologne_000021_000019_gtFine_polygons.json,rider,58,107,6206,0.002959,train
cologne_000021_000019_gtFine_polygons.json,rider,54,127,6858,0.00327,train
cologne_000021_000019_gtFine_polygons.json,rider,259,481,124579,0.059404,train
cologne_000021_000019_gtFine_polygons.json,bicycle,44,73,3212,0.001532,train
cologne_000022_000019_gtFine_polygons.json,car,47,59,2773,0.001322,train
cologne_000022_000019_gtFine_polygons.json,car,42,33,1386,0.000661,train
cologne_000022_000019_gtFine_polygons.json,car,34,65,2210,0.001054,train
cologne_000022_000019_gtFine_polygons.json,car,120,107,12840,0.006123,train
cologne_000022_000019_gtFine_polygons.json,car,88,74,6512,0.003105,train
cologne_000022_000019_gtFine_polygons.json,car,87,90,7830,0.003734,train
cologne_000022_000019_gtFine_polygons.json,car,114,76,8664,0.004131,train
cologne_000022_000019_gtFine_polygons.json,car,63,101,6363,0.003034,train
cologne_000022_000019_gtFine_polygons.json,truck,250,184,46000,0.021935,train
cologne_000022_000019_gtFine_polygons.json,truck,401,205,82205,0.039198,train
cologne_000022_000019_gtFine_polygons.json,car,128,104,13312,0.006348,train
cologne_000022_000019_gtFine_polygons.json,person,36,131,4716,0.002249,train
cologne_000022_000019_gtFine_polygons.json,person,41,126,5166,0.002463,train
cologne_000022_000019_gtFine_polygons.json,person,59,108,6372,0.003038,train
cologne_000022_000019_gtFine_polygons.json,person,51,154,7854,0.003745,train
cologne_000022_000019_gtFine_polygons.json,person,58,127,7366,0.003512,train
cologne_000022_000019_gtFine_polygons.json,person,47,132,6204,0.002958,train
cologne_000022_000019_gtFine_polygons.json,person,40,137,5480,0.002613,train
cologne_000022_000019_gtFine_polygons.json,person,40,134,5360,0.002556,train
cologne_000022_000019_gtFine_polygons.json,person,44,174,7656,0.003651,train
cologne_000022_000019_gtFine_polygons.json,person,71,124,8804,0.004198,train
cologne_000022_000019_gtFine_polygons.json,person,37,75,2775,0.001323,train
cologne_000022_000019_gtFine_polygons.json,person,67,180,12060,0.005751,train
cologne_000022_000019_gtFine_polygons.json,person,62,147,9114,0.004346,train
cologne_000022_000019_gtFine_polygons.json,rider,66,128,8448,0.004028,train
cologne_000022_000019_gtFine_polygons.json,motorcycle,75,107,8025,0.003827,train
cologne_000022_000019_gtFine_polygons.json,bicycle,121,212,25652,0.012232,train
cologne_000022_000019_gtFine_polygons.json,rider,98,166,16268,0.007757,train
cologne_000022_000019_gtFine_polygons.json,bicycle,144,188,27072,0.012909,train
cologne_000023_000019_gtFine_polygons.json,person,30,48,1440,0.000687,train
cologne_000023_000019_gtFine_polygons.json,car,53,53,2809,0.001339,train
cologne_000023_000019_gtFine_polygons.json,person,27,62,1674,0.000798,train
cologne_000023_000019_gtFine_polygons.json,person,28,73,2044,0.000975,train
cologne_000023_000019_gtFine_polygons.json,person,22,70,1540,0.000734,train
cologne_000023_000019_gtFine_polygons.json,person,19,74,1406,0.00067,train
cologne_000023_000019_gtFine_polygons.json,person,25,77,1925,0.000918,train
cologne_000023_000019_gtFine_polygons.json,person,23,80,1840,0.000877,train
cologne_000023_000019_gtFine_polygons.json,person,22,47,1034,0.000493,train
cologne_000023_000019_gtFine_polygons.json,person,29,84,2436,0.001162,train
cologne_000023_000019_gtFine_polygons.json,person,49,90,4410,0.002103,train
cologne_000023_000019_gtFine_polygons.json,person,42,117,4914,0.002343,train
cologne_000023_000019_gtFine_polygons.json,car,229,62,14198,0.00677,train
cologne_000023_000019_gtFine_polygons.json,car,200,71,14200,0.006771,train
cologne_000023_000019_gtFine_polygons.json,car,177,61,10797,0.005148,train
cologne_000023_000019_gtFine_polygons.json,rider,69,173,11937,0.005692,train
cologne_000023_000019_gtFine_polygons.json,person,43,122,5246,0.002501,train
cologne_000023_000019_gtFine_polygons.json,person,71,133,9443,0.004503,train
cologne_000023_000019_gtFine_polygons.json,person,37,125,4625,0.002205,train
cologne_000023_000019_gtFine_polygons.json,person,39,125,4875,0.002325,train
cologne_000023_000019_gtFine_polygons.json,person,32,124,3968,0.001892,train
cologne_000023_000019_gtFine_polygons.json,person,67,141,9447,0.004505,train
cologne_000023_000019_gtFine_polygons.json,person,67,128,8576,0.004089,train
cologne_000023_000019_gtFine_polygons.json,person,40,120,4800,0.002289,train
cologne_000023_000019_gtFine_polygons.json,person,76,157,11932,0.00569,train
cologne_000023_000019_gtFine_polygons.json,person,70,185,12950,0.006175,train
cologne_000023_000019_gtFine_polygons.json,person,83,198,16434,0.007836,train
cologne_000023_000019_gtFine_polygons.json,person,58,167,9686,0.004619,train
cologne_000023_000019_gtFine_polygons.json,car,216,97,20952,0.009991,train
cologne_000023_000019_gtFine_polygons.json,car,289,156,45084,0.021498,train
cologne_000023_000019_gtFine_polygons.json,person,25,58,1450,0.000691,train
cologne_000023_000019_gtFine_polygons.json,person,51,131,6681,0.003186,train
cologne_000023_000019_gtFine_polygons.json,person,94,195,18330,0.00874,train
cologne_000023_000019_gtFine_polygons.json,person,42,89,3738,0.001782,train
cologne_000024_000019_gtFine_polygons.json,car,29,19,551,0.000263,train
cologne_000024_000019_gtFine_polygons.json,car,29,22,638,0.000304,train
cologne_000024_000019_gtFine_polygons.json,car,115,121,13915,0.006635,train
cologne_000024_000019_gtFine_polygons.json,car,271,209,56639,0.027008,train
cologne_000024_000019_gtFine_polygons.json,car,629,373,234617,0.111874,train
cologne_000024_000019_gtFine_polygons.json,car,42,50,2100,0.001001,train
cologne_000024_000019_gtFine_polygons.json,car,32,64,2048,0.000977,train
cologne_000024_000019_gtFine_polygons.json,car,44,76,3344,0.001595,train
cologne_000024_000019_gtFine_polygons.json,car,44,91,4004,0.001909,train
cologne_000024_000019_gtFine_polygons.json,car,114,104,11856,0.005653,train
cologne_000024_000019_gtFine_polygons.json,car,118,123,14514,0.006921,train
cologne_000024_000019_gtFine_polygons.json,car,324,260,84240,0.040169,train
cologne_000024_000019_gtFine_polygons.json,car,276,245,67620,0.032244,train
cologne_000024_000019_gtFine_polygons.json,car,447,373,166731,0.079504,train
cologne_000025_000019_gtFine_polygons.json,car,16,16,256,0.000122,train
cologne_000025_000019_gtFine_polygons.json,car,19,19,361,0.000172,train
